Date,BTC-USD,ETH-USD,SPY
2023-06-05,25760.09765625,1811.828369140625,413.341064453125
2023-06-06,27238.783203125,1884.494873046875,414.24114990234375
2023-06-07,26345.998046875,1832.39599609375,412.808837890625
2023-06-08,26508.216796875,1846.3018798828125,415.3057556152344
2023-06-09,26480.375,1840.2252197265625,416.0509338378906
2023-06-10,25851.240234375,1752.384765625,
2023-06-11,25940.16796875,1753.415283203125,
2023-06-12,25902.5,1742.5286865234375,419.82525634765625
2023-06-13,25918.728515625,1739.03759765625,422.5931396484375
2023-06-14,25124.67578125,1650.519287109375,423.09637451171875
2023-06-15,25576.39453125,1665.519775390625,428.3418273925781
2023-06-16,26327.462890625,1716.6688232421875,426.88275146484375
2023-06-17,26510.67578125,1727.2041015625,
2023-06-18,26336.212890625,1720.5775146484375,
2023-06-19,26851.029296875,1737.659423828125,
2023-06-20,28327.48828125,1792.1199951171875,424.6679992675781
2023-06-21,30027.296875,1891.0072021484375,422.49212646484375
2023-06-22,29912.28125,1872.9429931640625,424.0171813964844
2023-06-23,30695.46875,1892.862060546875,420.8116455078125
2023-06-24,30548.6953125,1876.0596923828125,
2023-06-25,30480.26171875,1900.506103515625,
2023-06-26,30271.130859375,1859.432861328125,419.0923156738281
2023-06-27,30688.1640625,1889.703369140625,423.6869201660156
2023-06-28,30086.24609375,1827.97119140625,423.9006042480469
2023-06-29,30445.3515625,1852.227294921875,425.57147216796875
2023-06-30,30477.251953125,1933.18896484375,430.5934143066406
2023-07-01,30590.078125,1924.56591796875,
2023-07-02,30620.76953125,1937.4383544921875,
2023-07-03,31156.439453125,1955.38916015625,431.0888366699219
2023-07-04,30777.58203125,1936.633544921875,
2023-07-05,30514.166015625,1910.5880126953125,430.44775390625
2023-07-06,29909.337890625,1848.636474609375,427.0770568847656
2023-07-07,30342.265625,1870.6025390625,425.99884033203125
2023-07-08,30292.541015625,1865.53955078125,
2023-07-09,30171.234375,1863.009765625,
2023-07-10,30414.470703125,1880.556396484375,427.0770568847656
2023-07-11,30620.951171875,1878.3360595703125,429.796875
2023-07-12,30391.646484375,1872.11376953125,433.2549743652344
2023-07-13,31476.048828125,2006.511474609375,436.6936950683594
2023-07-14,30334.068359375,1939.3470458984375,436.4217224121094
2023-07-15,30295.806640625,1931.466552734375,
2023-07-16,30249.1328125,1923.681884765625,
2023-07-17,30145.888671875,1911.6461181640625,437.9370422363281
2023-07-18,29856.5625,1897.5992431640625,441.191162109375
2023-07-19,29913.923828125,1889.0079345703125,442.1723327636719
2023-07-20,29792.015625,1890.9691162109375,439.2387390136719
2023-07-21,29908.744140625,1892.080078125,439.2387390136719
2023-07-22,29771.802734375,1864.912353515625,
2023-07-23,30084.5390625,1889.191650390625,
2023-07-24,29176.916015625,1850.0020751953125,441.20086669921875
2023-07-25,29227.390625,1857.741943359375,442.4054260253906
2023-07-26,29354.97265625,1872.159912109375,442.4734191894531
2023-07-27,29210.689453125,1860.357177734375,439.5398254394531
2023-07-28,29319.24609375,1874.744873046875,443.84307861328125
2023-07-29,29356.91796875,1881.06884765625,
2023-07-30,29275.30859375,1861.643798828125,
2023-07-31,29230.111328125,1856.162353515625,444.68817138671875
2023-08-01,29675.732421875,1871.7921142578125,443.4156188964844
2023-08-02,29151.958984375,1839.0897216796875,437.2474060058594
2023-08-03,29178.6796875,1835.136474609375,435.9942932128906
2023-08-04,29074.091796875,1827.712890625,434.02239990234375
2023-08-05,29042.126953125,1834.9879150390625,
2023-08-06,29041.85546875,1827.4620361328125,
2023-08-07,29180.578125,1826.9388427734375,437.8108215332031
2023-08-08,29765.4921875,1855.807373046875,435.90692138671875
2023-08-09,29561.494140625,1854.297607421875,432.99273681640625
2023-08-10,29429.591796875,1850.75341796875,433.1481628417969
2023-08-11,29397.71484375,1847.1243896484375,432.8955993652344
2023-08-12,29415.96484375,1848.889892578125,
2023-08-13,29282.9140625,1839.2801513671875,
2023-08-14,29408.443359375,1844.185791015625,435.28515625
2023-08-15,29170.34765625,1826.9327392578125,430.2146301269531
2023-08-16,28701.779296875,1805.6590576171875,427.0576171875
2023-08-17,26664.55078125,1684.9334716796875,423.803466796875
2023-08-18,26049.556640625,1660.945068359375,424.0074462890625
2023-08-19,26096.205078125,1669.471923828125,
2023-08-20,26189.583984375,1684.85205078125,
2023-08-21,26124.140625,1667.26904296875,426.76617431640625
2023-08-22,26031.65625,1633.892578125,425.6101989746094
2023-08-23,26431.640625,1679.2744140625,430.3506164550781
2023-08-24,26162.373046875,1659.944580078125,424.38629150390625
2023-08-25,26047.66796875,1652.93505859375,427.378173828125
2023-08-26,26008.462890625,1646.3067626953125,
2023-08-27,26089.693359375,1657.5130615234375,
2023-08-28,26106.150390625,1652.4573974609375,430.0883483886719
2023-08-29,27727.392578125,1729.7257080078125,436.30517578125
2023-08-30,27297.265625,1705.1121826171875,438.10223388671875
2023-08-31,25931.47265625,1645.63916015625,437.46112060546875
2023-09-01,25800.724609375,1628.4912109375,438.2770080566406
2023-09-02,25868.798828125,1637.025390625,
2023-09-03,25969.56640625,1636.11767578125,
2023-09-04,25812.416015625,1629.6552734375,
2023-09-05,25779.982421875,1633.62939453125,436.38287353515625
2023-09-06,25753.236328125,1632.2523193359375,433.4493103027344
2023-09-07,26240.1953125,1647.5982666015625,432.1184387207031
2023-09-08,25905.654296875,1636.1378173828125,432.7693176269531
2023-09-09,25895.677734375,1635.162353515625,
2023-09-10,25832.2265625,1616.828857421875,
2023-09-11,25162.654296875,1551.6376953125,435.61553955078125
2023-09-12,25833.34375,1592.429443359375,433.2258605957031
2023-09-13,26228.32421875,1607.988525390625,433.73101806640625
2023-09-14,26539.673828125,1626.974365234375,437.4708251953125
2023-09-15,26608.693359375,1641.640380859375,432.2000427246094
2023-09-16,26568.28125,1635.2216796875,
2023-09-17,26534.1875,1622.896728515625,
2023-09-18,26754.28125,1637.3470458984375,432.45343017578125
2023-09-19,27211.1171875,1643.544677734375,431.5566711425781
2023-09-20,27132.0078125,1622.890625,427.5892028808594
2023-09-21,26567.6328125,1584.3070068359375,420.5218505859375
2023-09-22,26579.568359375,1593.268310546875,419.5762634277344
2023-09-23,26579.390625,1593.8577880859375,
2023-09-24,26256.826171875,1580.8533935546875,
2023-09-25,26298.48046875,1588.3228759765625,421.3406677246094
2023-09-26,26217.25,1593.417236328125,415.150634765625
2023-09-27,26352.716796875,1597.4912109375,415.3163757324219
2023-09-28,27021.546875,1652.8826904296875,417.7241516113281
2023-09-29,26911.720703125,1667.94384765625,416.7103576660156
2023-09-30,26967.916015625,1671.161865234375,
2023-10-01,27983.75,1733.8104248046875,
2023-10-02,27530.78515625,1663.6275634765625,416.54461669921875
2023-10-03,27429.978515625,1656.6856689453125,410.96875
2023-10-04,27799.39453125,1647.838134765625,413.96142578125
2023-10-05,27415.912109375,1611.4764404296875,413.805419921875
2023-10-06,27946.59765625,1645.83154296875,418.7184753417969
2023-10-07,27968.83984375,1634.51123046875,
2023-10-08,27935.08984375,1633.548583984375,
2023-10-09,27583.677734375,1579.806640625,421.399169921875
2023-10-10,27391.01953125,1567.7130126953125,423.5924987792969
2023-10-11,26873.3203125,1566.2547607421875,425.32763671875
2023-10-12,26756.798828125,1539.6124267578125,422.734619140625
2023-10-13,26862.375,1552.0894775390625,420.6290588378906
2023-10-14,26861.70703125,1555.2568359375,
2023-10-15,27159.65234375,1558.06982421875,
2023-10-16,28519.466796875,1600.5343017578125,425.0547180175781
2023-10-17,28415.748046875,1565.4395751953125,425.0351867675781
2023-10-18,28328.341796875,1563.7498779296875,419.3715515136719
2023-10-19,28719.806640625,1567.45703125,415.686767578125
2023-10-20,29682.94921875,1604.6668701171875,410.5787353515625
2023-10-21,29918.412109375,1629.304443359375,
2023-10-22,29993.896484375,1663.429931640625,
2023-10-23,33086.234375,1765.3826904296875,409.86724853515625
2023-10-24,33901.52734375,1784.4375,412.95733642578125
2023-10-25,34502.8203125,1787.3975830078125,407.0304870605469
2023-10-26,34156.6484375,1804.039306640625,402.1564636230469
2023-10-27,33909.80078125,1780.0452880859375,400.3336486816406
2023-10-28,34089.57421875,1776.6181640625,
2023-10-29,34538.48046875,1795.5460205078125,
2023-10-30,34502.36328125,1810.088623046875,405.119873046875
2023-10-31,34667.78125,1816.458984375,407.6641845703125
2023-11-01,35437.25390625,1847.0897216796875,412.0118408203125
2023-11-02,34938.2421875,1800.6209716796875,419.9077453613281
2023-11-03,34732.32421875,1832.795166015625,423.73870849609375
2023-11-04,35082.1953125,1857.6986083984375,
2023-11-05,35049.35546875,1894.15771484375,
2023-11-06,35037.37109375,1899.83740234375,424.7135009765625
2023-11-07,35443.5625,1888.124267578125,425.9222412109375
2023-11-08,35655.27734375,1889.3223876953125,426.2342224121094
2023-11-09,36693.125,2120.56103515625,422.9101257324219
2023-11-10,37313.96875,2078.289794921875,429.5095520019531
2023-11-11,37138.05078125,2052.7138671875,
2023-11-12,37054.51953125,2045.18701171875,
2023-11-13,36502.35546875,2055.265380859375,429.10015869140625
2023-11-14,35537.640625,1979.0526123046875,437.4250183105469
2023-11-15,37880.58203125,2060.408447265625,438.3510437011719
2023-11-16,36154.76953125,1960.881591796875,438.88720703125
2023-11-17,36596.68359375,1961.28076171875,439.43310546875
2023-11-18,36585.703125,1963.2850341796875,
2023-11-19,37386.546875,2013.2044677734375,
2023-11-20,37476.95703125,2022.2391357421875,442.815673828125
2023-11-21,35813.8125,1937.0667724609375,441.8506164550781
2023-11-22,37432.33984375,2064.42529296875,443.5564880371094
2023-11-23,37289.62109375,2062.210693359375,
2023-11-24,37720.28125,2081.152099609375,443.8294372558594
2023-11-25,37796.79296875,2084.4130859375,
2023-11-26,37479.12109375,2063.2861328125,
2023-11-27,37254.16796875,2027.4173583984375,443.0301208496094
2023-11-28,37831.0859375,2049.338134765625,443.4687805175781
2023-11-29,37858.4921875,2029.92919921875,443.1568603515625
2023-11-30,37712.74609375,2052.55615234375,444.9017333984375
2023-12-01,38688.75,2087.139892578125,447.53375244140625
2023-12-02,39476.33203125,2165.7041015625,
2023-12-03,39978.390625,2193.691650390625,
2023-12-04,41980.09765625,2243.2158203125,445.1844482421875
2023-12-05,44080.6484375,2293.841796875,445.09674072265625
2023-12-06,43746.4453125,2231.661376953125,443.3030700683594
2023-12-07,43292.6640625,2357.57958984375,446.6856994628906
2023-12-08,44166.6015625,2358.73193359375,448.6060485839844
2023-12-09,43725.984375,2341.17529296875,
2023-12-10,43779.69921875,2352.462646484375,
2023-12-11,41243.83203125,2224.578857421875,450.3509216308594
2023-12-12,41450.22265625,2202.0380859375,452.40777587890625
2023-12-13,42890.7421875,2260.648681640625,458.6465148925781
2023-12-14,43023.97265625,2316.5791015625,460.11846923828125
2023-12-15,41929.7578125,2219.33740234375,459.3609313964844
2023-12-16,42240.1171875,2226.926513671875,
2023-12-17,41364.6640625,2196.481201171875,
2023-12-18,42623.5390625,2217.2734375,461.9448547363281
2023-12-19,42270.52734375,2177.87255859375,464.75384521484375
2023-12-20,43652.25,2201.911376953125,458.3136291503906
2023-12-21,43869.15234375,2239.54248046875,462.65936279296875
2023-12-22,43997.90234375,2326.52490234375,463.5891418457031
2023-12-23,43739.54296875,2309.04638671875,
2023-12-24,43016.1171875,2265.692138671875,
2023-12-25,43613.140625,2272.561767578125,
2023-12-26,42520.40234375,2231.46533203125,465.5466613769531
2023-12-27,43442.85546875,2378.739990234375,466.3883972167969
2023-12-28,42627.85546875,2347.566162109375,466.5645751953125
2023-12-29,42099.40234375,2300.690673828125,465.21392822265625
2023-12-30,42156.90234375,2292.0654296875,
2023-12-31,42265.1875,2281.47119140625,
2024-01-01,44167.33203125,2352.327880859375,
2024-01-02,44957.96875,2355.83642578125,462.6103820800781
2024-01-03,42848.17578125,2210.761962890625,458.8323974609375
2024-01-04,44179.921875,2269.0380859375,457.3545227050781
2024-01-05,44162.69140625,2268.647216796875,457.9808654785156
2024-01-06,43989.1953125,2241.624755859375,
2024-01-07,43943.09765625,2222.865966796875,
2024-01-08,46970.50390625,2333.03271484375,464.5189514160156
2024-01-09,46139.73046875,2344.8271484375,463.81427001953125
2024-01-10,46627.77734375,2582.103515625,466.4373779296875
2024-01-11,46368.5859375,2619.619140625,466.2318115234375
2024-01-12,42853.16796875,2524.460205078125,466.5548095703125
2024-01-13,42842.3828125,2576.597900390625,
2024-01-14,41796.26953125,2472.2412109375,
2024-01-15,42511.96875,2511.36376953125,
2024-01-16,43154.9453125,2587.691162109375,464.8419189453125
2024-01-17,42742.65234375,2528.369384765625,462.258056640625
2024-01-18,41262.05859375,2467.018798828125,466.3688049316406
2024-01-19,41618.40625,2489.49853515625,472.1825866699219
2024-01-20,41665.5859375,2469.589111328125,
2024-01-21,41545.78515625,2453.9130859375,
2024-01-22,39507.3671875,2310.826416015625,473.1810607910156
2024-01-23,39845.55078125,2240.68603515625,474.56103515625
2024-01-24,40077.07421875,2233.561767578125,475.079833984375
2024-01-25,39933.80859375,2217.710205078125,477.6637268066406
2024-01-26,41816.87109375,2267.19970703125,477.056884765625
2024-01-27,42120.0546875,2267.885986328125,
2024-01-28,42035.59375,2257.208740234375,
2024-01-29,43288.24609375,2317.064208984375,480.83489990234375
2024-01-30,42952.609375,2344.49365234375,480.4629821777344
2024-01-31,42582.60546875,2282.54443359375,472.6231384277344
2024-02-01,43075.7734375,2303.82470703125,478.8088684082031
2024-02-02,43185.859375,2308.0380859375,483.8494873046875
2024-02-03,42992.25,2296.038330078125,
2024-02-04,42583.58203125,2289.546142578125,
2024-02-05,42658.66796875,2298.888916015625,482.08770751953125
2024-02-06,43084.671875,2372.201904296875,483.4873046875
2024-02-07,44318.22265625,2423.7451171875,487.5198059082031
2024-02-08,45301.56640625,2419.906494140625,487.7350769042969
2024-02-09,47147.19921875,2487.515625,490.55401611328125
2024-02-10,47771.27734375,2501.228271484375,
2024-02-11,48293.91796875,2507.570556640625,
2024-02-12,49958.22265625,2658.115966796875,490.33868408203125
2024-02-13,49742.44140625,2642.185302734375,483.5852355957031
2024-02-14,51826.6953125,2777.90234375,487.9798278808594
2024-02-15,51938.5546875,2824.37890625,491.34674072265625
2024-02-16,52160.203125,2803.69140625,488.89990234375
2024-02-17,51662.99609375,2786.672607421875,
2024-02-18,52122.546875,2878.998046875,
2024-02-19,51779.14453125,2943.57470703125,
2024-02-20,52284.875,3013.503662109375,486.208251953125
2024-02-21,51839.1796875,2970.35546875,486.6487121582031
2024-02-22,51304.97265625,2971.00732421875,496.72015380859375
2024-02-23,50731.94921875,2921.658203125,497.0627136230469
2024-02-24,51571.1015625,2992.385986328125,
2024-02-25,51733.23828125,3112.697265625,
2024-02-26,54522.40234375,3178.99365234375,495.2422180175781
2024-02-27,57085.37109375,3244.519287109375,496.1622619628906
2024-02-28,62504.7890625,3385.703857421875,495.50653076171875
2024-02-29,61198.3828125,3341.919677734375,497.2878112792969
2024-03-01,62440.6328125,3435.053955078125,501.95648193359375
2024-03-02,62029.84765625,3422.0498046875,
2024-03-03,63167.37109375,3490.99365234375,
2024-03-04,68330.4140625,3630.433837890625,501.418212890625
2024-03-05,63801.19921875,3554.964599609375,496.4068908691406
2024-03-06,66106.8046875,3819.226318359375,498.9223327636719
2024-03-07,66925.484375,3874.34765625,503.8748474121094
2024-03-08,68300.09375,3892.06103515625,500.8504943847656
2024-03-09,68498.8828125,3915.4189453125,
2024-03-10,69019.7890625,3881.193115234375,
2024-03-11,72123.90625,4066.445068359375,500.4198303222656
2024-03-12,71481.2890625,3980.273193359375,505.8030700683594
2024-03-13,73083.5,4006.45703125,505.01019287109375
2024-03-14,71396.59375,3883.140380859375,504.01190185546875
2024-03-15,69403.7734375,3735.22021484375,500.5510559082031
2024-03-16,65315.1171875,3522.860107421875,
2024-03-17,68390.625,3642.4130859375,
2024-03-18,67548.59375,3517.985107421875,503.5259094238281
2024-03-19,61912.7734375,3157.6181640625,506.3240661621094
2024-03-20,67913.671875,3513.39306640625,511.00714111328125
2024-03-21,65491.390625,3492.9912109375,512.6959228515625
2024-03-22,63778.76171875,3333.68798828125,511.7239990234375
2024-03-23,64062.203125,3336.593994140625,
2024-03-24,67234.171875,3454.636474609375,
2024-03-25,69958.8125,3590.8837890625,510.3101501464844
2024-03-26,69987.8359375,3587.5048828125,509.3675842285156
2024-03-27,69455.34375,3500.115234375,513.6482543945312
2024-03-28,70744.953125,3561.2939453125,513.5501708984375
2024-03-29,69892.828125,3511.80615234375,
2024-03-30,69645.3046875,3507.9443359375,
2024-03-31,71333.6484375,3647.8564453125,
2024-04-01,69702.1484375,3505.030029296875,512.6566162109375
2024-04-02,65446.97265625,3277.234619140625,509.3971252441406
2024-04-03,65980.8125,3311.44189453125,509.9566955566406
2024-04-04,68508.84375,3330.04052734375,503.7320861816406
2024-04-05,67837.640625,3318.88525390625,508.99456787109375
2024-04-06,68896.109375,3354.183837890625,
2024-04-07,69362.5546875,3453.49462890625,
2024-04-08,71631.359375,3695.292724609375,509.279296875
2024-04-09,69139.015625,3505.163330078125,509.8683776855469
2024-04-10,70587.8828125,3543.737060546875,504.7629699707031
2024-04-11,70060.609375,3505.247802734375,508.5723876953125
2024-04-12,67195.8671875,3243.034912109375,501.5524597167969
2024-04-13,63821.47265625,3004.900390625,
2024-04-14,65738.7265625,3156.94189453125,
2024-04-15,63426.2109375,3101.600341796875,495.2690124511719
2024-04-16,63811.86328125,3084.920166015625,494.36572265625
2024-04-17,61276.69140625,2984.7275390625,491.4399719238281
2024-04-18,63512.75390625,3066.027587890625,490.4286804199219
2024-04-19,63843.5703125,3059.278564453125,486.1480712890625
2024-04-20,64994.44140625,3157.627197265625,
2024-04-21,64926.64453125,3147.28857421875,
2024-04-22,66837.6796875,3201.652099609375,490.6250915527344
2024-04-23,66407.2734375,3219.91162109375,496.4471435546875
2024-04-24,64276.8984375,3139.80517578125,496.21148681640625
2024-04-25,64481.70703125,3156.509521484375,494.3264465332031
2024-04-26,63755.3203125,3130.164794921875,499.0096435546875
2024-04-27,63419.140625,3252.168212890625,
2024-04-28,63113.23046875,3262.774658203125,
2024-04-29,63841.12109375,3215.428955078125,500.7768859863281
2024-04-30,60636.85546875,3012.286865234375,492.84393310546875
2024-05-01,58254.01171875,2969.78466796875,491.2436218261719
2024-05-02,59123.43359375,2988.16845703125,495.83837890625
2024-05-03,62889.8359375,3103.5419921875,501.9844970703125
2024-05-04,63891.47265625,3117.576416015625,
2024-05-05,64031.1328125,3137.2490234375,
2024-05-06,63161.94921875,3062.728759765625,507.16839599609375
2024-05-07,62334.81640625,3006.5771484375,507.72808837890625
2024-05-08,61187.94140625,2973.6572265625,507.77703857421875
2024-05-09,63049.9609375,3036.0205078125,510.70281982421875
2024-05-10,60792.77734375,2909.791259765625,511.3607482910156
2024-05-11,60793.7109375,2911.60205078125,
2024-05-12,61448.39453125,2928.701904296875,
2024-05-13,62901.44921875,2949.359619140625,511.4294128417969
2024-05-14,61552.7890625,2881.157958984375,513.77587890625
2024-05-15,66267.4921875,3037.056640625,520.1380004882812
2024-05-16,65231.58203125,2945.131103515625,519.0678100585938
2024-05-17,67051.875,3094.11865234375,519.81396484375
2024-05-18,66940.8046875,3122.948974609375,
2024-05-19,66278.3671875,3071.843017578125,
2024-05-20,71448.1953125,3663.85546875,520.4129028320312
2024-05-21,70136.53125,3789.312744140625,521.6892700195312
2024-05-22,69122.3359375,3737.2177734375,520.1870727539062
2024-05-23,67929.5625,3776.92724609375,516.3875122070312
2024-05-24,68526.1015625,3726.9345703125,519.80419921875
2024-05-25,69265.9453125,3749.236572265625,
2024-05-26,68518.09375,3825.8974609375,
2024-05-27,69394.5546875,3892.0068359375,
2024-05-28,68296.21875,3840.25634765625,520.1674194335938
2024-05-29,67578.09375,3763.196533203125,516.52490234375
2024-05-30,68364.9921875,3746.849609375,513.0984497070312
2024-05-31,67491.4140625,3760.026611328125,517.7718505859375
2024-06-01,67706.9375,3813.198974609375,
2024-06-02,67751.6015625,3780.89599609375,
2024-06-03,68804.78125,3766.38916015625,518.1940307617188
2024-06-04,70567.765625,3812.515869140625,518.7732543945312
2024-06-05,71082.8203125,3864.260986328125,524.9390258789062
2024-06-06,70757.1640625,3811.60595703125,524.9291381835938
2024-06-07,69342.5859375,3678.629150390625,524.291015625
2024-06-08,69305.7734375,3680.949951171875,
2024-06-09,69647.9921875,3705.90380859375,
2024-06-10,69512.28125,3666.717529296875,525.910888671875
2024-06-11,67332.03125,3498.33056640625,527.1774291992188
2024-06-12,68241.1875,3559.61767578125,531.5072021484375
2024-06-13,66756.3984375,3469.28125,532.5773315429688
2024-06-14,66011.09375,3480.27197265625,532.9014282226562
2024-06-15,66191.0,3565.549560546875,
2024-06-16,66639.046875,3620.5634765625,
2024-06-17,66490.296875,3511.37890625,537.1427612304688
2024-06-18,65140.74609375,3483.681396484375,538.5074462890625
2024-06-19,64960.296875,3559.347412109375,
2024-06-20,64828.65625,3511.0869140625,537.0446166992188
2024-06-21,64096.19921875,3516.07568359375,536.3245849609375
2024-06-22,64252.578125,3494.8134765625,
2024-06-23,63180.796875,3418.61181640625,
2024-06-24,60277.4140625,3350.25634765625,534.5811157226562
2024-06-25,61804.640625,3395.029052734375,536.6397094726562
2024-06-26,60811.27734375,3369.477294921875,537.3095703125
2024-06-27,61604.80078125,3444.800537109375,538.1566162109375
2024-06-28,60320.13671875,3373.635986328125,536.0389404296875
2024-06-29,60887.37890625,3372.9677734375,
2024-06-30,62678.29296875,3432.88916015625,
2024-07-01,62851.98046875,3440.341552734375,537.14208984375
2024-07-02,62029.015625,3416.354736328125,540.7569580078125
2024-07-03,60173.921875,3292.916748046875,543.1701049804688
2024-07-04,56977.703125,3054.52197265625,
2024-07-05,56662.375,2981.5986328125,546.3023071289062
2024-07-06,58303.5390625,3069.3779296875,
2024-07-07,55849.109375,2929.38720703125,
2024-07-08,56705.09765625,3018.73193359375,546.9326782226562
2024-07-09,58009.2265625,3064.032958984375,547.4645385742188
2024-07-10,57742.49609375,3102.21875,552.8818359375
2024-07-11,57344.9140625,3100.330810546875,548.1146240234375
2024-07-12,57899.46484375,3134.15869140625,551.5718383789062
2024-07-13,59231.953125,3177.19873046875,
2024-07-14,60787.79296875,3244.0791015625,
2024-07-15,64870.15234375,3489.552734375,553.0886840820312
2024-07-16,65097.1484375,3443.513427734375,556.36865234375
2024-07-17,64118.79296875,3388.75244140625,548.5677490234375
2024-07-18,63974.06640625,3426.258544921875,544.35205078125
2024-07-19,66710.15625,3505.73486328125,540.7372436523438
2024-07-20,67163.6484375,3519.29541015625,
2024-07-21,68154.5234375,3536.60546875,
2024-07-22,67585.25,3440.419921875,546.3121337890625
2024-07-23,65927.671875,3481.995849609375,545.4552001953125
2024-07-24,65372.1328125,3336.33935546875,533.0938720703125
2024-07-25,65777.2265625,3174.42724609375,530.3162231445312
2024-07-26,67912.0625,3275.951416015625,536.2556762695312
2024-07-27,67813.3359375,3247.60791015625,
2024-07-28,68255.8671875,3271.464599609375,
2024-07-29,66819.9140625,3320.539306640625,536.5708618164062
2024-07-30,66201.015625,3278.667724609375,533.8523559570312
2024-07-31,64619.25,3231.295654296875,542.5299072265625
2024-08-01,65357.5,3201.564453125,534.8470458984375
2024-08-02,61415.06640625,2986.01318359375,524.8890991210938
2024-08-03,60680.09375,2903.3857421875,
2024-08-04,58116.9765625,2686.39892578125,
2024-08-05,53991.45703125,2417.206298828125,509.6024475097656
2024-08-06,56034.31640625,2458.723876953125,514.30078125
2024-08-07,55027.4609375,2336.58935546875,510.8631286621094
2024-08-08,61710.13671875,2683.352783203125,522.6729736328125
2024-08-09,60880.11328125,2599.5986328125,524.9777221679688
2024-08-10,60945.8125,2610.02294921875,
2024-08-11,58719.484375,2553.252197265625,
2024-08-12,59354.515625,2724.431884765625,525.2535400390625
2024-08-13,60609.56640625,2703.671875,533.8917236328125
2024-08-14,58737.26953125,2662.914794921875,535.5759887695312
2024-08-15,57560.09765625,2570.087646484375,544.7559204101562
2024-08-16,58894.10546875,2593.1865234375,545.977294921875
2024-08-17,59478.97265625,2614.546875,
2024-08-18,58483.96484375,2613.357177734375,
2024-08-19,59493.453125,2637.306396484375,551.197509765625
2024-08-20,59012.79296875,2573.10693359375,550.3013305664062
2024-08-21,61175.19140625,2631.3955078125,552.1923828125
2024-08-22,60381.9140625,2622.951416015625,547.8585205078125
2024-08-23,64094.35546875,2764.447021484375,553.6796264648438
2024-08-24,64178.9921875,2769.3896484375,
2024-08-25,64333.54296875,2749.15771484375,
2024-08-26,62880.66015625,2681.340576171875,552.3598022460938
2024-08-27,59504.1328125,2458.7265625,553.1182861328125
2024-08-28,59027.625,2528.41552734375,549.9072875976562
2024-08-29,59388.1796875,2528.792724609375,549.9564819335938
2024-08-30,59119.4765625,2525.822021484375,555.2063598632812
2024-08-31,58969.8984375,2513.393798828125,
2024-09-01,57325.48828125,2427.90234375,
2024-09-02,59112.48046875,2538.187255859375,
2024-09-03,57431.0234375,2420.603759765625,543.78076171875
2024-09-04,57971.5390625,2448.97705078125,542.6677856445312
2024-09-05,56160.48828125,2367.737548828125,541.3479614257812
2024-09-06,53948.75390625,2223.87646484375,532.2369384765625
2024-09-07,54139.6875,2274.107177734375,
2024-09-08,54841.56640625,2297.29296875,
2024-09-09,57019.53515625,2358.482177734375,538.1959228515625
2024-09-10,57648.7109375,2389.5810546875,540.540283203125
2024-09-11,57343.171875,2339.841552734375,546.0855102539062
2024-09-12,58127.01171875,2361.78173828125,550.6854858398438
2024-09-13,60571.30078125,2441.607177734375,553.5614624023438
2024-09-14,60005.12109375,2418.595703125,
2024-09-15,59182.8359375,2320.897216796875,
2024-09-16,58192.5078125,2295.28369140625,554.3790283203125
2024-09-17,60308.5390625,2341.707763671875,554.60546875
2024-09-18,61649.6796875,2369.72900390625,552.9607543945312
2024-09-19,62940.45703125,2464.752197265625,562.3966064453125
2024-09-20,63192.9765625,2561.072021484375,561.4244384765625
2024-09-21,63394.83984375,2615.857177734375,
2024-09-22,63648.7109375,2582.862548828125,
2024-09-23,63329.80078125,2648.54638671875,562.827392578125
2024-09-24,64301.96875,2654.35498046875,564.4378051757812
2024-09-25,63143.14453125,2579.388671875,563.1929321289062
2024-09-26,65181.01953125,2632.199951171875,565.4258422851562
2024-09-27,65790.6640625,2695.900634765625,564.6057739257812
2024-09-28,65887.6484375,2677.5390625,
2024-09-29,65635.3046875,2659.346923828125,
2024-09-30,63329.5,2603.062744140625,566.8682861328125
2024-10-01,60837.0078125,2448.921142578125,561.7899780273438
2024-10-02,60632.78515625,2365.231689453125,562.0271606445312
2024-10-03,60759.40234375,2349.791259765625,560.9996337890625
2024-10-04,62067.4765625,2414.7939453125,566.0975952148438
2024-10-05,62089.94921875,2415.6318359375,
2024-10-06,62818.953125,2439.957763671875,
2024-10-07,62236.66015625,2421.796630859375,560.9798583984375
2024-10-08,62131.96875,2439.8408203125,566.285400390625
2024-10-09,60582.1015625,2368.283447265625,570.2076416015625
2024-10-10,60274.5,2383.85791015625,569.2098388671875
2024-10-11,62445.08984375,2436.513427734375,572.6183471679688
2024-10-12,63193.0234375,2476.523193359375,
2024-10-13,62851.375,2467.677001953125,
2024-10-14,66046.125,2628.89990234375,577.3014526367188
2024-10-15,67041.109375,2606.02197265625,572.8159790039062
2024-10-16,67612.71875,2611.10205078125,575.3057250976562
2024-10-17,67399.8359375,2604.2734375,575.3550415039062
2024-10-18,68418.7890625,2641.55224609375,577.5682373046875
2024-10-19,68362.734375,2648.656982421875,
2024-10-20,69001.703125,2746.364013671875,
2024-10-21,67367.8515625,2665.712158203125,576.6196899414062
2024-10-22,67361.40625,2620.197509765625,576.3134765625
2024-10-23,66432.1953125,2509.098876953125,571.0474853515625
2024-10-24,68161.0546875,2534.49853515625,572.282470703125
2024-10-25,66642.4140625,2435.93408203125,572.0848388671875
